State,Year,Gross_Enrollment_Primary,Gross_Enrollment_Secondary,Gross_Enrollment_Higher,Literacy_Rate_Youth,Literacy_Rate_Adult,Dropout_Rate_Primary,Dropout_Rate_Secondary,Education_Expenditure_GDP
Tamil Nadu,2021,70.86,68.67,43.18,80.88,83.83,6.01,12.88,2.83
Tamil Nadu,2021,80.48,81.73,49.93,80.95,74.54,10.27,21.50,4.09
Tamil Nadu,2021,89.18,89.28,41.62,70.76,86.32,,27.01,5.84
Tamil Nadu,2021,73.22,54.17,61.32,67.37,73.83,8.15,12.77,7.29
Tamil Nadu,2021,93.23,51.37,58.74,92.76,94.75,13.39,12.98,5.73
Tamil Nadu,2021,72.83,64.18,71.89,76.80,76.97,7.63,16.47,7.83
Tamil Nadu,2021,82.60,52.75,46.81,92.65,54.74,2.90,8.84,6.70
Tamil Nadu,2022,84.05,89.97,64.84,92.61,89.04,,16.45,7.26
Tamil Nadu,2022,71.55,93.14,33.02,94.69,68.66,3.55,7.01,3.36
Tamil Nadu,2022,91.04,94.39,43.70,82.62,,9.01,17.94,2.55
Tamil Nadu,2022,73.05,81.72,28.32,95.42,94.57,14.69,28.48,4.00
Tamil Nadu,2022,94.19,89.98,70.33,79.73,86.42,3.27,6.01,6.64
Tamil Nadu,2022,72.92,88.50,46.20,93.12,89.22,13.91,12.45,7.72
Tamil Nadu,2022,82.95,87.27,45.77,93.20,85.02,4.72,28.72,2.83
Tamil Nadu,2022,85.00,69.01,26.17,77.18,59.26,4.65,9.68,5.19
Tamil Nadu,2022,96.80,78.64,59.81,87.70,71.57,10.96,6.74,7.23
Tamil Nadu,2022,93.04,50.57,29.12,67.21,87.45,11.83,25.34,2.52
Tamil Nadu,2023,74.66,79.24,20.47,71.17,72.84,10.50,8.65,3.52
Tamil Nadu,2023,76.80,67.78,57.50,79.89,87.25,11.35,8.16,2.77
Tamil Nadu,2023,74.45,51.00,55.84,84.80,97.37,13.53,15.27,4.54
Tamil Nadu,2023,74.14,55.95,22.42,73.18,64.72,14.50,19.46,7.93
Tamil Nadu,2023,79.74,58.23,24.31,97.13,97.37,2.58,8.76,4.83
Tamil Nadu,2023,73.87,70.54,32.66,76.96,54.53,7.57,29.58,4.31
Tamil Nadu,2023,98.56,85.55,57.87,94.12,53.63,8.02,29.73,6.73
Tamil Nadu,2023,96.25,81.79,64.43,82.79,94.36,12.73,26.10,6.20
Tamil Nadu,2023,98.07,76.38,34.38,70.07,89.82,12.87,25.36,6.05
Tamil Nadu,2023,70.26,87.51,20.68,86.45,74.20,8.85,28.17,2.67
Telangana,2000,84.19,69.94,47.39,79.77,75.98,13.54,20.82,6.47
Telangana,2000,87.35,51.21,79.97,66.14,68.97,3.37,7.42,6.86
Telangana,2000,78.18,61.54,31.33,85.95,89.12,7.88,14.48,7.85
Telangana,2000,82.25,54.42,32.43,65.97,92.09,9.90,25.38,5.37
Telangana,2000,97.24,54.13,36.51,89.11,96.00,14.75,20.95,3.56
Telangana,2000,83.02,58.77,75.70,68.55,85.02,10.13,7.19,4.36
Telangana,2000,84.31,50.19,78.42,76.89,62.39,4.89,8.97,8.00
Telangana,2000,96.14,78.88,38.97,95.54,85.99,4.96,21.09,7.57
Telangana,2000,99.13,81.07,21.66,73.32,78.56,5.58,28.94,4.73
Telangana,2000,85.73,67.20,19.98,85.28,91.64,10.91,14.54,3.20
Telangana,2001,81.65,82.79,41.70,82.08,90.15,3.08,18.26,3.68
Telangana,2001,70.82,76.72,33.42,87.76,56.80,11.57,21.14,7.84
Telangana,2001,70.82,79.49,54.19,65.93,55.89,9.60,27.80,7.49
Telangana,2001,71.30,71.12,63.95,91.86,73.95,3.25,14.53,7.63
Telangana,2001,92.40,83.01,74.29,78.20,74.70,8.08,28.19,6.73
Telangana,2001,93.76,69.48,16.52,67.04,,6.84,26.70,6.54
Telangana,2001,75.77,69.02,55.61,94.67,71.89,12.51,24.57,4.78
Telangana,2001,70.93,90.09,65.04,73.48,97.10,4.33,27.85,4.28
Telangana,2001,92.09,57.01,32.52,68.40,91.53,5.85,22.36,7.01
Telangana,2001,96.79,58.88,62.90,89.78,50.41,4.87,17.30,4.81
Telangana,2002,98.11,70.67,77.68,90.07,89.81,3.36,19.65,3.28
Telangana,2002,91.79,51.76,49.51,84.22,53.78,8.51,22.85,2.79
Telangana,2002,95.00,59.81,69.16,68.22,,,26.90,6.38
Telangana,2002,78.74,56.45,55.97,87.57,95.21,14.38,21.47,2.53
Telangana,2002,84.98,77.15,77.44,95.10,55.23,5.46,25.83,7.03
Telangana,2002,90.16,71.31,28.09,95.21,82.54,4.20,22.62,6.58
Telangana,2002,99.66,56.90,54.04,87.34,70.11,8.18,27.27,6.05
Telangana,2002,70.22,55.62,77.15,90.98,96.42,2.46,22.01,2.74
Telangana,2002,72.87,75.56,33.21,87.43,81.59,11.17,29.81,4.63
Telangana,2002,87.35,51.68,69.80,66.75,58.20,3.33,6.95,2.64
Telangana,2003,77.59,55.69,57.82,72.69,50.91,7.44,12.76,4.25
Telangana,2003,88.49,92.18,48.65,81.07,60.24,11.82,8.52,5.20
Telangana,2003,97.53,92.60,25.91,73.90,88.96,8.74,16.33,6.41
Telangana,2003,87.52,70.97,50.28,92.49,79.41,10.41,29.29,5.90
Telangana,2003,89.78,50.62,45.38,90.26,73.95,12.14,16.27,7.91
Telangana,2003,82.90,74.38,37.69,73.24,82.26,6.90,20.78,6.78
Telangana,2003,87.04,70.23,71.60,94.88,66.50,3.19,9.19,4.52
Telangana,2003,79.94,80.04,75.95,87.17,57.61,9.54,18.55,7.29
Telangana,2003,87.96,73.60,61.74,66.37,77.05,3.58,12.88,6.14
Telangana,2003,91.09,79.29,20.92,84.63,57.07,5.28,16.48,3.10
Telangana,2004,93.44,87.34,79.64,79.57,91.96,14.45,9.32,5.14
Telangana,2004,87.44,59.19,66.86,66.27,88.70,2.35,21.42,2.93
Telangana,2004,78.41,73.00,74.49,66.69,88.93,2.85,8.17,3.16
Telangana,2004,96.90,94.59,39.95,86.46,87.40,7.10,9.05,4.89
Telangana,2004,76.92,57.87,74.84,66.50,85.27,2.60,25.95,7.48
Telangana,2004,84.42,63.43,42.11,87.61,60.07,6.64,24.56,6.04
Telangana,2004,92.96,76.66,30.57,65.01,88.54,12.69,22.44,2.92
Telangana,2004,81.69,58.91,53.20,93.09,52.35,9.76,21.08,5.81
Telangana,2004,73.91,60.57,55.23,65.60,80.47,10.65,10.98,5.79
Telangana,2004,83.89,90.93,42.73,86.41,51.70,3.01,7.03,6.78
Telangana,2005,92.42,57.65,31.02,79.65,65.91,9.61,13.45,4.66
Telangana,2005,94.83,88.92,52.03,86.97,76.74,12.21,18.78,3.11
Telangana,2005,94.61,58.57,32.66,75.06,74.39,3.74,14.63,3.50
Telangana,2005,95.64,51.03,51.78,66.23,54.09,11.17,23.39,6.98
Telangana,2005,75.01,61.24,23.74,92.12,,4.02,20.58,2.92
Telangana,2005,70.01,81.36,51.55,72.14,61.18,12.54,17.55,6.34
Telangana,2005,99.11,75.45,23.51,78.81,65.81,4.78,28.34,7.35
Telangana,2005,92.87,59.38,53.45,88.79,81.39,11.18,22.67,7.81
Telangana,2005,70.65,62.97,18.16,87.14,54.84,12.99,21.16,2.66
Telangana,2005,89.83,51.37,70.76,89.90,68.17,6.27,17.00,7.27
Telangana,2006,95.94,51.18,74.21,75.40,74.39,3.72,27.56,6.62
Telangana,2006,75.54,63.87,46.65,85.65,94.47,6.99,22.58,7.79
Telangana,2006,82.62,82.96,34.08,76.36,51.30,14.63,25.34,3.02
Telangana,2006,95.61,53.00,40.31,87.77,55.11,8.36,16.07,3.69
Telangana,2006,78.66,59.60,49.85,87.81,84.80,11.81,5.92,4.67
Telangana,2006,88.07,52.35,40.78,67.52,85.93,2.83,9.64,4.79
Telangana,2006,83.90,82.10,39.00,83.62,64.56,6.60,20.34,5.20
Telangana,2006,94.11,69.95,46.92,87.78,60.62,7.02,20.62,2.66
Telangana,2006,99.02,89.47,33.25,82.25,52.71,5.13,24.37,3.18
Telangana,2006,94.72,85.18,71.20,90.49,55.79,8.72,16.11,4.21
Telangana,2007,71.81,62.37,29.86,95.17,81.08,9.28,17.67,6.08
Telangana,2007,98.15,93.96,79.70,87.76,94.77,7.26,26.49,7.50
Telangana,2007,82.20,57.15,36.71,91.09,61.18,8.22,19.13,5.82
Telangana,2007,93.59,76.18,69.18,73.96,60.07,14.04,22.34,6.19
Telangana,2007,86.67,55.43,44.56,80.48,75.84,10.25,28.93,6.09
Telangana,2007,88.81,53.14,23.66,84.71,68.99,12.38,18.58,7.35
Telangana,2007,81.84,79.92,34.86,74.08,89.06,14.74,24.35,5.38
Telangana,2007,83.89,72.63,28.22,95.73,86.22,10.85,28.75,4.06
Telangana,2007,99.95,76.03,18.82,91.54,53.54,9.02,11.94,7.53
Telangana,2007,78.97,67.43,76.56,71.84,77.77,7.05,24.35,3.21
Telangana,2008,82.21,52.63,60.83,82.11,50.54,9.96,28.00,3.11
Telangana,2008,72.12,51.02,45.17,91.90,57.71,12.88,21.41,4.33
Telangana,2008,76.49,72.48,55.59,69.69,52.09,2.17,13.12,2.91
Telangana,2008,71.84,69.47,16.67,69.56,65.50,7.12,28.49,4.68
Telangana,2008,70.00,90.47,20.31,97.78,56.28,9.86,29.99,3.26
Telangana,2008,70.97,81.04,20.22,73.04,57.68,13.80,9.51,2.72
Telangana,2008,82.17,55.36,63.64,85.45,67.48,,19.84,6.78
Telangana,2008,76.43,80.71,79.29,65.45,64.70,2.81,12.91,4.73
Telangana,2008,93.31,67.80,67.73,82.46,51.89,14.30,7.07,5.79
Telangana,2008,86.62,87.09,79.11,89.63,63.36,11.09,22.64,6.35
Telangana,2009,73.25,78.83,77.00,80.84,96.11,14.20,27.57,7.50
Telangana,2009,90.85,51.10,23.60,69.56,51.13,3.52,27.99,6.15
Telangana,2009,84.65,56.40,72.49,76.51,83.55,5.78,17.50,6.99
Telangana,2009,72.11,74.03,74.54,97.15,61.14,3.87,23.11,2.73
Telangana,2009,86.81,58.46,46.66,96.32,79.63,11.38,13.41,3.54
Telangana,2009,78.41,74.39,61.01,89.97,57.90,11.76,21.82,2.57
Telangana,2009,81.51,56.57,17.89,70.42,95.96,11.46,18.19,7.68
Telangana,2009,78.48,76.50,24.33,78.75,51.60,4.82,6.87,4.63
Telangana,2009,94.95,79.54,48.12,73.05,94.26,2.70,22.22,5.92
Telangana,2009,82.92,89.27,69.39,97.01,64.77,7.03,5.47,7.69
Telangana,2010,97.23,73.70,51.80,70.99,,13.94,18.97,3.90
Telangana,2010,87.18,51.92,54.64,82.80,87.60,2.38,24.52,5.36
Telangana,2010,74.80,74.36,35.86,82.93,76.51,3.16,21.53,5.99
Telangana,2010,78.92,79.25,23.89,88.04,52.83,6.35,26.17,6.76
Telangana,2010,91.28,73.37,78.68,88.63,,7.32,27.56,4.13
Telangana,2010,73.29,64.35,68.68,87.15,58.11,12.25,17.61,5.32
Telangana,2010,79.55,54.24,34.68,89.32,81.56,4.44,7.79,6.13
Telangana,2010,95.28,94.02,28.37,84.62,50.26,11.27,15.36,3.56
Telangana,2010,73.33,51.84,36.72,86.28,88.08,9.10,19.52,6.90
Telangana,2010,85.49,89.62,30.31,73.98,56.14,12.65,15.29,4.41
Telangana,2011,99.16,56.40,72.93,76.18,50.61,7.09,17.73,3.10
Telangana,2011,81.33,65.87,37.02,96.39,52.34,7.79,11.61,7.42
Telangana,2011,82.20,89.98,29.01,86.93,56.45,14.40,19.83,5.94
Telangana,2011,76.38,77.18,77.05,77.23,92.39,3.93,28.40,4.43
Telangana,2011,91.55,82.38,46.17,82.79,51.44,5.96,13.65,5.57
Telangana,2011,91.51,60.58,65.06,65.67,84.38,3.33,23.24,5.40
Telangana,2011,71.09,60.06,55.07,93.81,68.29,5.36,17.97,5.92
Telangana,2011,85.70,51.61,29.50,80.32,83.49,,29.41,4.25
Telangana,2011,96.55,85.50,27.70,96.73,65.16,11.00,25.47,6.58
Telangana,2011,99.84,58.22,34.81,86.63,85.19,8.95,6.85,7.13
Telangana,2012,76.74,50.87,30.42,88.80,93.76,3.22,18.83,6.33
Telangana,2012,91.46,87.70,44.41,90.43,,4.77,9.68,4.47
Telangana,2012,89.57,79.16,19.78,74.77,,6.14,15.45,6.42
Telangana,2012,74.27,55.74,77.34,77.80,75.30,11.54,6.19,3.83
Telangana,2012,81.19,66.87,64.20,75.03,55.62,5.35,14.68,2.79
Telangana,2012,85.41,53.24,43.61,89.10,52.79,2.78,14.27,3.57
Telangana,2012,78.62,81.71,39.37,69.49,61.39,10.36,6.30,4.00
Telangana,2012,90.48,87.16,61.53,86.95,93.99,2.76,9.19,4.78
Telangana,2012,76.19,56.73,48.10,96.55,68.81,2.56,22.65,4.10
Telangana,2012,91.71,86.85,53.22,75.96,,3.62,28.33,6.01
Telangana,2013,83.41,93.77,68.24,70.82,84.57,8.31,9.68,6.34
Telangana,2013,89.40,78.57,24.37,76.87,78.12,3.80,26.32,2.65
Telangana,2013,85.84,77.91,41.24,74.81,,2.89,12.01,2.72
Telangana,2013,75.84,62.08,68.36,70.54,87.45,10.78,13.16,5.51
Telangana,2013,97.22,75.63,72.22,93.01,53.83,4.69,8.63,7.07
Telangana,2013,73.13,56.10,67.88,96.59,59.57,2.14,13.27,2.67
Telangana,2013,89.26,68.52,37.46,72.55,,11.04,14.02,4.27
Telangana,2013,88.70,73.16,43.26,93.14,74.19,7.00,9.03,7.01
Telangana,2013,89.47,69.13,67.74,96.24,78.82,11.51,6.41,5.58
Telangana,2013,87.81,90.45,27.88,68.34,83.15,12.70,26.26,6.03
Telangana,2014,72.62,84.29,26.66,73.04,68.94,,13.04,3.43
Telangana,2014,84.19,84.59,71.05,92.89,69.99,11.50,12.20,2.81
Telangana,2014,94.05,77.72,25.20,94.01,80.11,12.50,24.35,4.14
Telangana,2014,72.79,60.95,44.87,95.83,91.86,11.34,5.60,4.38
Telangana,2014,94.03,91.16,38.02,89.00,57.11,10.98,5.54,3.33
Telangana,2014,89.23,71.48,58.87,91.31,96.39,13.55,24.86,6.32
Telangana,2014,74.97,86.91,67.22,85.89,71.06,2.34,13.18,4.81
Telangana,2014,73.26,73.35,38.91,98.66,91.37,7.70,29.99,5.33
Telangana,2014,76.79,78.63,75.93,91.73,63.11,5.86,6.73,4.07
Telangana,2014,91.25,83.80,18.87,76.56,63.83,3.36,14.06,4.15
Telangana,2015,83.65,83.60,24.49,95.43,57.32,4.50,7.66,4.20
Telangana,2015,93.80,67.12,52.43,86.19,89.49,11.57,19.23,6.18
Telangana,2015,76.01,80.99,70.28,78.91,97.03,4.81,15.42,4.58
Telangana,2015,84.12,58.43,48.88,94.15,64.59,12.54,27.78,2.90
Telangana,2015,75.26,77.05,60.86,78.42,51.88,,23.27,3.99
Telangana,2015,80.18,73.51,48.62,72.08,87.28,5.89,19.51,3.99
Telangana,2015,88.99,69.15,16.05,65.96,72.61,4.38,19.63,4.75
Telangana,2015,85.86,85.43,63.95,96.34,60.27,12.76,27.64,4.66
Telangana,2015,88.83,67.13,66.47,75.35,58.47,9.07,19.16,7.04
Telangana,2015,79.34,75.89,28.55,78.11,,4.81,25.26,4.06
Telangana,2016,92.38,61.79,57.52,88.77,66.57,8.17,15.09,7.71
Telangana,2016,80.97,80.13,60.33,96.42,92.32,5.75,16.38,6.61
Telangana,2016,83.33,90.48,38.30,81.34,93.42,12.43,11.09,4.29
Telangana,2016,99.97,84.83,46.48,65.35,83.48,7.06,20.82,5.84
Telangana,2016,70.69,82.05,41.64,89.27,82.41,2.13,12.13,3.54
Telangana,2016,77.19,71.36,31.05,84.73,84.59,6.30,20.08,7.04
Telangana,2016,79.69,55.52,50.47,72.69,89.43,2.56,7.47,5.37
Telangana,2016,77.78,87.88,76.95,81.97,86.51,8.82,6.74,4.29
Telangana,2016,76.87,78.62,33.48,87.21,60.10,12.21,7.77,7.42
Telangana,2016,72.02,59.39,70.86,69.15,57.48,9.07,11.85,3.72
Telangana,2017,74.22,74.07,40.16,89.97,54.93,10.07,15.91,4.73
Telangana,2017,95.43,64.69,59.27,97.22,77.12,7.16,11.71,7.64
Telangana,2017,82.78,88.03,61.39,74.63,78.78,7.59,5.16,6.94
Telangana,2017,80.09,65.39,46.03,98.90,69.60,4.37,20.34,3.80
Telangana,2017,70.69,69.40,42.74,71.31,,3.68,27.88,5.73
Telangana,2017,79.24,70.25,33.48,89.77,73.31,3.72,7.61,6.49
Telangana,2017,84.98,86.12,33.12,74.40,90.03,3.92,20.42,7.75
Telangana,2017,79.60,56.41,76.70,98.52,61.28,,26.04,3.79
Telangana,2017,82.36,90.47,73.69,69.34,59.81,7.30,24.52,5.87
Telangana,2017,72.89,71.49,79.48,68.01,74.92,5.84,18.50,5.66
Telangana,2018,81.69,73.24,15.71,91.84,62.46,12.62,11.64,2.56
Telangana,2018,79.59,54.90,22.72,75.55,51.81,8.65,10.34,5.36
Telangana,2018,87.94,52.79,40.92,75.29,61.54,9.86,19.71,5.97
Telangana,2018,76.29,74.32,44.97,76.23,87.73,3.22,29.37,3.14
Telangana,2018,95.96,53.34,39.36,76.41,97.67,14.81,9.75,5.96
Telangana,2018,75.03,94.52,44.43,69.28,60.31,5.49,17.77,4.35
Telangana,2018,79.80,53.16,72.83,71.76,86.33,6.54,16.86,4.10
Telangana,2018,78.59,60.90,59.29,71.64,80.71,3.23,20.50,5.32
Telangana,2018,83.40,59.77,37.97,81.73,54.39,14.45,21.64,3.06
Telangana,2018,87.90,62.47,62.67,89.58,76.50,5.13,11.34,4.61
Telangana,2019,90.53,87.39,36.62,72.94,89.97,13.58,15.25,2.65
Telangana,2019,70.54,76.78,53.24,77.88,85.99,7.57,21.92,5.34
Telangana,2019,92.11,93.83,39.71,67.19,97.42,10.11,28.66,3.07
Telangana,2019,95.07,89.62,47.59,71.34,56.10,9.65,17.66,6.32
Telangana,2019,70.64,77.46,42.50,96.27,,7.18,11.59,7.48
Telangana,2019,98.31,79.43,49.63,71.92,90.00,4.65,11.21,3.56
Telangana,2019,88.06,78.70,77.03,72.84,50.28,9.79,17.70,5.13
Telangana,2019,78.63,62.36,29.45,76.31,66.95,6.01,29.47,7.63
Telangana,2019,99.74,66.02,43.94,97.61,79.21,4.77,22.23,3.63
Telangana,2019,77.35,50.21,72.25,75.06,54.15,3.13,18.90,7.96
Telangana,2020,83.15,75.35,34.13,75.29,70.37,6.08,27.88,2.73
Telangana,2020,95.02,55.02,78.29,88.57,63.08,7.93,12.43,3.33
Telangana,2020,94.78,66.36,37.61,80.91,80.94,11.77,13.17,5.72
Telangana,2020,74.94,61.56,42.69,95.24,77.52,14.55,7.58,5.03
Telangana,2020,94.36,87.87,58.56,86.81,95.55,6.99,25.82,7.57
Telangana,2020,81.31,57.15,53.12,71.68,71.96,13.35,7.15,2.67
Telangana,2020,82.54,68.26,20.63,65.12,93.12,4.83,15.65,7.85
Telangana,2020,85.26,82.85,60.40,90.87,71.96,4.29,16.62,6.06
Telangana,2020,71.95,93.44,24.87,75.01,86.85,7.33,9.54,5.07
Telangana,2020,97.57,62.81,57.99,68.82,68.83,11.63,10.62,5.74
Telangana,2021,85.70,80.38,22.37,96.20,60.84,3.56,10.07,3.43
Telangana,2021,84.87,67.48,76.79,77.61,58.01,5.56,10.97,5.24
Telangana,2021,90.08,84.98,61.16,71.99,55.56,9.05,9.97,2.97
Telangana,2021,92.68,64.14,78.62,90.79,52.77,8.62,19.07,6.32
Telangana,2021,81.04,62.22,76.50,75.80,53.04,4.17,26.43,5.73
Telangana,2021,94.70,74.78,26.51,70.04,77.55,6.76,18.95,5.24
Telangana,2021,70.99,82.47,27.55,87.17,76.24,14.76,25.89,4.77
Telangana,2021,81.59,83.02,55.47,81.47,58.47,12.44,11.83,7.01
Telangana,2021,71.22,60.46,72.79,92.81,77.59,8.06,21.18,5.06
Telangana,2021,95.15,81.59,36.45,93.24,73.39,4.27,6.94,6.35
Telangana,2022,89.67,56.36,21.11,76.73,91.04,14.50,11.03,6.69
Telangana,2022,86.29,86.27,32.95,95.51,61.34,2.99,9.00,7.10
Telangana,2022,85.94,71.63,67.45,79.40,88.50,3.31,20.91,6.36
Telangana,2022,88.13,69.50,39.88,68.63,56.44,12.88,23.74,4.60
Telangana,2022,88.74,89.07,69.53,77.67,85.77,7.56,26.00,5.42
Telangana,2022,87.70,74.76,54.65,88.65,94.07,12.21,10.49,7.04
Telangana,2022,96.48,54.55,70.23,92.15,74.18,6.02,15.14,7.83
Telangana,2022,72.50,59.81,64.62,75.29,97.32,8.51,17.91,2.70
Telangana,2022,86.15,67.81,42.01,86.87,81.78,4.01,17.49,6.85
Telangana,2022,79.40,59.56,23.18,77.84,75.96,2.95,20.10,7.96
Telangana,2023,77.99,51.01,69.18,66.89,59.87,9.08,9.46,7.09
Telangana,2023,94.48,59.89,62.38,77.08,,3.59,22.64,7.85
Telangana,2023,73.71,69.38,33.90,92.44,72.74,8.30,22.93,4.49
Telangana,2023,93.40,50.65,24.35,72.25,66.88,5.79,21.71,7.05
Telangana,2023,81.03,72.76,55.35,95.38,59.23,3.13,20.68,4.67
Telangana,2023,86.77,63.52,79.83,78.80,60.19,10.18,11.11,5.22
Telangana,2023,93.88,59.75,73.78,91.91,65.99,4.35,11.99,4.33
Telangana,2023,97.43,54.44,33.15,68.72,62.32,12.89,20.38,3.75
Telangana,2023,92.61,88.14,55.28,82.05,67.95,4.91,18.94,7.39
Telangana,2023,80.71,81.28,57.16,87.79,,4.88,8.59,7.88
Uttar Pradesh,2000,81.24,92.78,62.58,85.35,57.49,4.03,6.45,7.26
Uttar Pradesh,2000,70.62,93.65,69.11,72.22,58.73,4.38,12.61,5.39
Uttar Pradesh,2000,88.36,56.28,33.99,77.46,71.89,12.21,9.99,5.33
Uttar Pradesh,2000,88.23,57.67,19.23,97.26,96.35,12.51,12.62,3.04
Uttar Pradesh,2000,73.66,72.28,17.24,95.92,62.42,10.61,12.79,5.36
Uttar Pradesh,2000,99.09,84.88,76.07,95.42,,13.98,7.21,3.58
Uttar Pradesh,2000,81.66,62.21,68.87,77.13,63.48,9.06,8.52,6.91
Uttar Pradesh,2000,93.17,58.94,15.36,92.73,83.93,11.48,24.28,2.91
Uttar Pradesh,2000,95.89,78.05,36.51,67.16,64.93,6.23,23.24,6.01
Uttar Pradesh,2000,73.59,82.10,64.45,84.08,,8.42,18.07,4.85
Uttar Pradesh,2001,70.94,78.64,35.43,82.29,93.56,5.24,15.26,6.66
Uttar Pradesh,2001,78.69,57.25,75.43,92.48,80.40,13.33,25.09,3.53
Uttar Pradesh,2001,94.22,90.32,35.67,68.74,,7.55,25.45,7.23
Uttar Pradesh,2001,82.52,59.99,22.79,76.48,95.26,6.20,17.97,6.37
Uttar Pradesh,2001,98.87,61.33,47.32,75.23,63.67,2.48,20.24,5.26
Uttar Pradesh,2001,97.25,60.78,24.42,81.64,97.31,5.15,21.80,6.69
Uttar Pradesh,2001,81.03,78.45,56.18,83.22,,12.86,13.02,3.53
Uttar Pradesh,2001,90.33,50.75,48.29,72.70,80.97,4.27,22.27,4.63
Uttar Pradesh,2001,80.23,55.11,75.11,94.83,62.38,10.58,25.43,5.55
Uttar Pradesh,2001,72.79,90.37,73.53,86.53,66.27,6.54,23.15,7.43
Uttar Pradesh,2002,89.26,53.79,25.51,95.55,,2.12,7.54,6.15
Uttar Pradesh,2002,86.46,81.14,57.38,72.63,84.18,5.08,13.13,6.61
Uttar Pradesh,2002,89.73,75.57,21.09,77.50,62.73,5.17,29.33,4.66
Uttar Pradesh,2002,93.84,72.62,52.50,81.75,59.37,11.39,12.02,2.63
Uttar Pradesh,2002,98.21,92.93,74.47,77.59,50.74,14.07,15.70,7.82
Uttar Pradesh,2002,78.83,67.33,70.32,75.78,58.14,9.24,28.40,6.33
Uttar Pradesh,2002,88.45,94.55,24.11,82.62,92.11,11.63,22.43,6.36
Uttar Pradesh,2002,94.28,86.46,71.36,96.05,74.54,8.52,24.96,6.07
Uttar Pradesh,2002,96.70,65.21,39.41,68.20,77.76,2.47,16.64,5.48
Uttar Pradesh,2002,70.92,51.68,68.47,77.25,56.10,8.79,24.25,3.69
Uttar Pradesh,2003,71.55,73.91,50.14,86.67,84.85,14.69,17.91,4.28
Uttar Pradesh,2003,83.17,53.53,16.65,97.73,90.13,11.05,15.22,3.45
Uttar Pradesh,2003,86.48,82.16,57.91,74.52,95.83,11.59,18.86,5.86
Uttar Pradesh,2003,80.68,84.10,15.94,68.95,52.21,2.53,26.39,6.37
Uttar Pradesh,2003,84.75,71.31,26.26,79.75,69.13,10.01,20.88,2.75
Uttar Pradesh,2003,85.09,88.54,57.82,70.54,53.39,10.35,5.66,5.72
Uttar Pradesh,2003,81.65,78.95,44.79,83.55,95.19,7.02,29.03,7.48
Uttar Pradesh,2003,73.02,50.82,21.14,88.22,53.42,6.15,26.12,2.63
Uttar Pradesh,2003,73.54,81.35,55.88,94.83,85.28,12.45,12.05,3.48
Uttar Pradesh,2003,99.72,68.57,39.18,91.40,66.36,14.10,26.46,4.86
Uttar Pradesh,2004,73.09,90.61,47.84,93.10,65.36,13.64,14.73,2.56
Uttar Pradesh,2004,79.58,92.75,76.79,84.50,80.33,7.83,12.33,4.31
Uttar Pradesh,2004,93.75,85.53,20.93,81.81,52.76,9.14,16.04,7.38
Uttar Pradesh,2004,74.29,84.27,55.18,68.44,54.04,11.11,6.82,7.02
Uttar Pradesh,2004,72.55,94.40,39.33,77.60,89.01,14.31,29.65,6.64
Uttar Pradesh,2004,93.31,75.13,42.57,95.82,55.34,8.40,5.28,5.08
Uttar Pradesh,2004,73.53,79.21,63.49,84.83,96.18,6.87,12.14,7.28
Uttar Pradesh,2004,70.36,93.64,17.81,95.30,75.33,14.91,6.84,5.55
Uttar Pradesh,2004,88.88,81.31,44.55,86.34,78.05,13.72,6.14,4.05
Uttar Pradesh,2004,83.67,77.91,33.03,71.40,72.26,6.59,19.59,2.93
Uttar Pradesh,2005,90.94,74.12,35.12,92.67,82.87,4.11,27.77,7.02
Uttar Pradesh,2005,88.40,68.82,75.63,94.45,52.17,2.34,14.41,6.96
Uttar Pradesh,2005,87.82,67.14,78.04,93.63,90.24,8.09,15.37,4.00
Uttar Pradesh,2005,94.39,94.99,79.78,83.88,86.91,14.28,26.24,3.86
Uttar Pradesh,2005,98.62,77.28,29.86,87.84,79.67,6.66,7.84,6.19
Uttar Pradesh,2005,85.60,88.35,50.87,84.07,92.08,7.25,8.35,2.66
Uttar Pradesh,2005,91.12,59.58,23.86,65.49,66.83,9.67,14.81,4.91
Uttar Pradesh,2005,85.42,85.26,40.78,86.15,91.39,14.34,8.68,7.60
Uttar Pradesh,2005,83.77,94.10,47.02,76.18,80.40,5.12,6.90,3.21
Uttar Pradesh,2005,74.16,78.84,26.82,76.75,93.05,8.16,21.69,3.45
Uttar Pradesh,2006,75.07,62.54,26.51,68.02,55.79,7.99,10.16,4.50
Uttar Pradesh,2006,71.18,85.97,55.81,67.78,91.93,13.97,6.53,4.02
Uttar Pradesh,2006,75.54,59.42,39.08,81.47,,6.80,16.56,6.61
Uttar Pradesh,2006,91.40,90.28,48.26,83.09,55.14,7.82,18.32,3.83
Uttar Pradesh,2006,70.60,64.49,28.74,76.13,55.75,13.58,19.84,6.24
Uttar Pradesh,2006,72.61,74.17,53.14,90.34,70.72,3.66,12.09,4.50
Uttar Pradesh,2006,80.68,94.39,54.38,73.07,54.89,3.99,11.15,3.38
Uttar Pradesh,2006,75.20,90.35,20.22,82.83,69.70,14.77,7.80,4.69
Uttar Pradesh,2006,94.51,61.61,26.11,87.73,94.61,9.24,19.29,4.04
Uttar Pradesh,2006,79.71,69.14,47.99,73.24,55.51,9.94,12.22,5.70
